lema_pt	traducao_en	marcas_dicionario	motivo_tecnico	status_traducao
aerólitha	aerolitha	f. | V.		sem_traducao
aerólithe	aerolite	f. | V.		
aerolíthico	aerolithic	adj.		
aerólitho	aerolith	m. | ár. | gr.		
aerolítico	aerolytic	adj.		
aerólito	aerolite	m. | ár. | gr.		
aerólito	meteorite	m. | ár. | gr.		
aerologia	aerology	f. | ár.		
aerólogo	aerologist	m. | ár. | gr.		
aeromancia	aeromancy	f. | ár. | gr.		
aeromante	aeromancer	m.		
aerometria	aerometry	f. | ár.		
aerómetro	aerometer	m. | ár. | gr.		
aeronaugrafia	aeronautics	f.		
aeronaugráfico	aeronautical	adj.		
aeronaugraphia	aeronautics	f.		
aeronaugráphico	aeronautical	adj.		
aeronauta	aeronaut	m. | ár. | gr.		
aeronáutica	aeronautics	f.		
aeronáutica	aviation	f.		
aeronáutica	aeronavigation	f.		
aeronáutico	aeronautical	adj.		
aeronáutico	aeronautic	adj.		
aeronave	aircraft	f.		
aeronave	airship	f.		
aeronavegação	air navigation	f.		
aeróphago	aerophage	m. | gr.		
aerophobia	aerophobia	f. | ár.		sem_traducao
aeróphobo	aerophobe	m. | ár. | gr.		
aerophónio	aerophonic	adj. | ár. | m. | pl. | gr.		
aeróphoro	aerophorus	adj. | gr.		
aeróphyta	aerophyte	f. | gr.		
aeróphyto	aerophyte	adj. | ár. | gr.		
aeroplano	airplane	m.		
aeroplano	aircraft	m.		
aeroposta	airport	f.		
aeroscopia	aeroscopy	f.		
aeroscópio	airscope	m. | ár. | gr.		
aerosfera	aerosphere	f. | gr.		
aerosístilo	aerostyle	m. | as.		
aerosphera	aerosphere	f. | gr.		
aerostação	aerostation	f.		
aeróstata	aerostat	m. | Cf.		
aerostática	aerostatic	f. | as. | ár. | fem.		
aerostática	aerostatics	f. | as. | ár. | fem.		
aerostático	aerostatic	adj.		
aeróstato	aerostat	m. | ár. | ext. | Cp. | gr.		
aeróstato	balloon	m. | ár. | ext. | Cp. | gr.		
aeróstato	air-balloon	m. | ár. | ext. | Cp. | gr.		
aerosýstylo	aerostyle	m. | as.		
aerotechnia	aerotechnics	f. | ár. | gr.		
aerotéchnico	aerotechnician	adj.		
aerotecnia	aerotechnics	f. | ár. | gr.		
aerotécnico	aerotechnical	adj.		
aeroterapeutica	aerotherapy	f.		
aeroterapia	aerotherapy	f. | ár. | gr.		
aeroterápico	aerotherapy	adj.		
aerotermo	aerothermal	m. | ár. | Cf. | gr.		
aerotherapêutica	aerotherapy	f.		
aerotherapia	aerotherapy	f. | ár. | gr.		
aerotherápico	aerotherapy	adj.		
aerothermo	aerothermo	m. | ár. | Cf. | gr.		sem_traducao
aerotropismo	aerotropism	m. | gr.		
aerozoários	aerozoans	m. pl. | ár. | gr.		
aerva	herb	f.		
ães	dogs	suf. | pl. | subst. | Adj.		
aethrioscópio	aethrioscope	m. | gr.		
aetite	aetite	f. | gr.		sem_traducao
aetrioscópio	aetrioscope	m. | gr.		
afábil	affable	adj. | Ant. | V.		
afabilidade	affability	f. | lat.		
afabilidade	friendliness	f. | lat.		
afabilidade	kindness	f. | lat.		
afabilidade	amenity	f. | lat.		
afabilidade	goodness	f. | lat.		
afabilidade	amenability	f. | lat.		
afabilidade	suavity	f. | lat.		
afacia	afacia	f. | gr.		sem_traducao
afadigadamente	laboriously	adv.		
afadigado	tired	adj.		
afadigador	tiring	m.		
afadigar	tire	v. t.		
afadigoso	tiring	adj.		
afadistado	afadistado	adj.		sem_traducao
afadistar-se	to become tired	v. p.		
afagadeiro	caresser	adj.		
afagador	petting	m. e adj.		
afagamento	caressing	m. | des.		
afagante	caressing	adj.		
afagar	caress	v. t. | lat. | Cp. | cast.		
afagar	stroke	v. t. | lat. | Cp. | cast.		
afagar	pat	v. t. | lat. | Cp. | cast.		
afagar	fondle	v. t. | lat. | Cp. | cast.		
afagar	pet	v. t. | lat. | Cp. | cast.		
afagar	cherish	v. t. | lat. | Cp. | cast.		
afagar	canoodle	v. t. | lat. | Cp. | cast.		
afagar	cotton	v. t. | lat. | Cp. | cast.		
afagar	hug	v. t. | lat. | Cp. | cast.		
afagar	embosom	v. t. | lat. | Cp. | cast.		
afagar	cotton on	v. t. | lat. | Cp. | cast.		
afago	caress	m.		
afago	pat	m.		
afago	fondling	m.		
afagoso	affectionate	adj. | Ant.		
afagueiro	caress	adj.		
afalado	spoken	adj. | as.		
afalcassar	falsify	v. t. | Náut.		
afalcoado	falconed	adj. | Prov. alent. | prov.		
afalcoar	falcon	v. i. | Prov. alent. | as.		
afaluado	afaluado	adj. | Bras.		sem_traducao
afamadamente	famously	adv.		
afamado	famous	adj.		
afamado	renowned	adj.		
afamado	celebrated	adj.		
afamador	famous	m.		
afamar	to become famous	v. t.		
afamilhar-se	to become familiar	v. p. | Bras. | Cp. | fr.		
afan	afan	m. | Cp.		sem_traducao
afananto	theft	m.		
afanar	steal	v. i. | p. | v. t. | b. lat.		
afanar	pinch	v. i. | p. | v. t. | b. lat.		
afanar	nick	v. i. | p. | v. t. | b. lat.		
afanchonado	afanchonado	adj.		sem_traducao
afanésio	afanesio	m.		sem_traducao
afanípteros	aphanipterans	m. pl. | gr.		
afanita	afanita	f. | gr.		sem_traducao
afanítico	afanitic	adj.		
afano	theft	m. | Cf.		
afanosamente	eagerly	adv.		
afanoso	eager	adj.		
afanoso	painstaking	adj.		
afanoso	laborious	adj.		
afão	affão	m. | p. us.		
afaquear	stab	v. t. | t.		
afaragatar	afaragatar	v. t. | Prov. trasm. | Cp.		sem_traducao
afarvar-se	afarvar-se	v. | p. | Prov. trasm. | prov.		sem_traducao
afasia	aphasia	f. | gr.		
afásico	aphasic	adj.		
afasta!	Get away!	interj. | imper.		
afastadamente	remotely	adv.		
afastadamente	aloof	adv.		
afastado	away	adj.		
afastado	removed	adj.		
afastado	remote	adj.		
afastado	far	adj.		
afastado	off	adj.		
afastado	distant	adj.		
afastado	secluded	adj.		
afastado	withdrawn	adj.		
afastado	aloof	adj.		
afastado	retired	adj.		
afastado	outlying	adj.		
afastado	outlandish	adj.		
afastado	offscreen	adj.		
afastado	devious	adj.		
afastado	straggling	adj.		
afastado	secret	adj.		
afastado	unfrequented	adj.		
afastado	far-off	adj.		
afastado	out-of-the-way	adj.		
afastado	ex-service	adj.		
afastador	retractor	m.		
afastamento	removal	m.		
afastamento	departure	m.		
afastamento	withdrawal	m.		
afastamento	distance	m.		
afastamento	separation	m.		
afastamento	absence	m.		
afastamento	estrangement	m.		
afastamento	deviation	m.		
afastamento	alienation	m.		
afastamento	remove	m.		
afastamento	seclusion	m.		
afastamento	pitch	m.		
afastamento	rejection	m.		
afastamento	leave of absence	m.		
afastamento	diversion	m.		
afastamento	digression	m.		
afastamento	revulsion	m.		
afastamento	abatement	m.		
afastamento	aberrance	m.		
afastar	to move away	v. t. | Ant. | cast.		
afastar	depart	v. t. | Ant. | cast.		
afastar	remove	v. t. | Ant. | cast.		
afastar	move away	v. t. | Ant. | cast.		
afastar	fend	v. t. | Ant. | cast.		
afastar	dispel	v. t. | Ant. | cast.		
afastar	withdraw	v. t. | Ant. | cast.		
afastar	deviate	v. t. | Ant. | cast.		
afastar	alienate	v. t. | Ant. | cast.		
afastar	avert	v. t. | Ant. | cast.		
afastar	separate	v. t. | Ant. | cast.		
afastar	keep away	v. t. | Ant. | cast.		
afastar	wean	v. t. | Ant. | cast.		
afastar	rid	v. t. | Ant. | cast.		
afastar	divert	v. t. | Ant. | cast.		
afastar	diverge	v. t. | Ant. | cast.		
afastar	repel	v. t. | Ant. | cast.		
afastar	distract	v. t. | Ant. | cast.		
afastar	retire	v. t. | Ant. | cast.		
afastar	displace	v. t. | Ant. | cast.		
afastar	hold off	v. t. | Ant. | cast.		
afastar	keep off	v. t. | Ant. | cast.		
afastar	estrange	v. t. | Ant. | cast.		
afastar	obviate	v. t. | Ant. | cast.		
afastar	relegate	v. t. | Ant. | cast.		
afastar	lay off	v. t. | Ant. | cast.		
afastar	abate	v. t. | Ant. | cast.		
afastar	call away	v. t. | Ant. | cast.		
afastar	make away	v. t. | Ant. | cast.		
afatiar	slice	v. t.		
afável	affable	adj. | lat.		
afável	friendly	adj. | lat.		
afável	kind	adj. | lat.		
afável	gracious	adj. | lat.		
afável	debonair	adj. | lat.		
afável	soft	adj. | lat.		
afável	benign	adj. | lat.		
afável	tractable	adj. | lat.		
afavelmente	amiably	adv.		
afavelmente	affably	adv.		
afavelmente	graciously	adv.		
afazendar-se	to become a farm	v. p.		
afazer	to do	v. t. | m. | Prov. trasm.		
afazer	accustom	v. t. | m. | Prov. trasm.		
afazeres	chores	m. pl. | Gal. | fr.		
afazeres	tasks	m. pl. | Gal. | fr.		
afazeres	business	m. pl. | Gal. | fr.		
afazeres	affair	m. pl. | Gal. | fr.		
afazeres	activity	m. pl. | Gal. | fr.		
afazimento	making	m. | Ant.		
afeadamente	ugly	adv.		
afeado	ugly	adj.		
afeador	ugly	m.		
afeamento	ugliness	m.		
afear	afear	v. t. | Ant.		sem_traducao
afecção	affection	f. | lat.		
afectação	allocation	f. | lat.		
afectadamente	affected	adv.		
afectado	affected	adj. | Bras.		
afectante	affecting	adj.		
afectar	affect	v. t. | V. | p. | lat.		
afectativo	affective	adj. | des.		
afectivamente	affectively	adv.		
afectividade	affectivity	f.		
afectivo	affective	adj. | lat.		
afecto	affection	m. | Adj. | lat.		
afectuosamente	affectionately	adv.		
afectuoso	affectionate	adj. | lat.		
afegane	Afghan	adj. | m.		
afeição	affection	f. | lat.		
afeição	love	f. | lat.		
afeição	liking	f. | lat.		
afeição	heart	f. | lat.		
afeição	devotion	f. | lat.		
afeição	fancy	f. | lat.		
afeição	goodwill	f. | lat.		
afeição	phantasy	f. | lat.		
afeição	fellow feeling	f. | lat.		
afeição	fantasy	f. | lat.		
afeiçoadamente	affectionately	adv.		
afeiçoado	fond	adj.		
afeiçoado	attached	adj.		
afeiçoado	affectionate	adj.		
afeiçoado	devoted	adj.		
afeiçoado	fond	adj.		
afeiçoado	attached	adj.		
afeiçoado	affectionate	adj.		
afeiçoado	devoted	adj.		
afeiçoador	affectionate	m.		
afeiçoamento	affection	m.		
afeiçoar	to become fond	v. t.		
afeiçoar	shape	v. t.		
afeiçoar	mold	v. t.		
afeiçoar	trim	v. t.		
afeiçoar	mould	v. t.		
afeiçoar	to become fond	v. t. | v. i. | V. | p.		
afeiçoar	shape	v. t. | v. i. | V. | p.		
afeiçoar	mold	v. t. | v. i. | V. | p.		
afeiçoar	trim	v. t. | v. i. | V. | p.		
afeiçoar	mould	v. t. | v. i. | V. | p.		
afeitar	shave	v. t. | Ant.		
afeitar	shave	v. t. | Ant.		
afeite	affect	m. | Cf.		
afeitear	to adorn	v. t. | Prov. minh.		
afeito	accustomed	adj.		
afeito	wont	adj.		
afelandra	afelandra	f. | gr.		sem_traducao
afelear	afelear	v. t. | ﬁg.		sem_traducao
afélio	aphelion	m. | gr.		
afemear	effeminate	v. t. | des.		
afemençar	to become feminine	v. t. | Ant.		
afemia	afemia	f.		sem_traducao
afeminar	feminize	v. t. | der. | V.		
aferência	aference	f. | Cf.		
aferente	afferent	adj. | lat.		
aferente	efferent	adj. | lat.		
aférese	apheresis	f. | Gram. | gr.		
afergulhar-se	to rustle	v. t. | Prov. trasm.		
aferição	measurement	f.		
aferição	admeasurement	f.		
aferição	standardization	f.		
aferido	measured	m.		
aferidor	gauge	m.		
aferidor	gage	m.		
aferidor	checker	m.		
aferidor	inspector	m.		
aferimento	measurement	m.		
aferir	assess	v. t. | reﬂ.		
aferir	gauge	v. t. | reﬂ.		
aferir	check	v. t. | reﬂ.		
aferir	compare	v. t. | reﬂ.		
aferir	gage	v. t. | reﬂ.		
aferível	verifiable	adj.		
afermosear	afermosear	v. | t. | Ant.		sem_traducao
afermosentar	afermosentar	v. t. | Ant.		sem_traducao
aferradamente	stubbornly	adv.		
aferrado	clinging	adj.		
aferrado	obstinate	adj.		
aferrado	stubborn	adj.		
aferrador	farrier	m. | Bras.		
aferramento	fastening	m.		
aferrar	fasten	v. t. | v. i. | Ant. | V. | p.		
aferrar	grasp	v. t. | v. i. | Ant. | V. | p.		
aferrar	anchor	v. t. | v. i. | Ant. | V. | p.		
aferrar	secure	v. t. | v. i. | Ant. | V. | p.		
aferrenhadamente	fiercely	adv.		
aferrenhar	to sting	v. t.		
aferretoar	to fasten	v. t. | V.		
afêrro	aferro	m.		sem_traducao
aferroador	stinger	m.		
aferroar	to sting	v. t. | v. i. | Prov. dur.		
aferrolhador	bolter	m.		
aferrolhar	bolt	v. | t.		
aferrolhar	lock	v. | t.		
aferrolhar	latch	v. | t.		
aferrolhar	hoard	v. | t.		
aferrolhar	imprison	v. | t.		
aferventação	boiling	f.		
aferventamento	boiling	m.		
aferventar	boil	v. t.		
afervescido	boiled	adj. | Cf.		
afervoradamente	fervently	adv.		
afervorar	to become fervent	v. t.		
afestoar	afestoar	v. t. | Cf. | V.		sem_traducao
afestonar	afestonar	v. t.		sem_traducao
afétena	afétena	f. | obsol. | ár. | al.		sem_traducao
afezoar	afezoar	v. t. | Ant.		sem_traducao
affábil	affable	adj. | Ant. | V.		
affabilidade	affability	f. | lat.		
affabilmente	affably	adv. | Cf.		
affável	affable	adj. | lat.		
affavelmente	affably	adv.		
affecção	affection	f. | lat.		
affectação	affectation	f. | lat.		
affectadamente	affected	adv.		
affectado	affected	adj. | Bras.		
affectante	affecting	adj.		
affectar	affect	v. t. | V. | p. | lat.		
affectativo	affective	adj. | des.		
affectivamente	affectively	adv.		
affectividade	affectivity	f.		
affectivo	effective	adj. | lat.		
affecto	affect	m. | Adj. | lat.		
affectuosamente	affectionately	adv.		
affectuoso	affectionate	adj. | lat.		
affeição	affection	f. | lat.		
affeiçoadamente	affectionately	adv.		
affeiçoado	fond	adj.		
affeiçoamento	affection	m.		
affeiçoar	to become fond	v. t. | v. i. | V. | p.		
affeitar	affect	v. t. | Ant.		
afferência	afference	f. | Cf.		
afferente	afferent	adj. | lat.		
affiliação	affiliation	f.		
affiliar	affiliate	v. t. | lat.		
affim	affin	m. e adj. | lat.		
affimento	affimento	m. | des. | Cp.		sem_traducao
affinidade	affinity	f. | lat.		
affirmação	affirmation	f. | lat.		
affirmadamente	definitely	adv.		
affirmador	firming agent	m. | lat.		
affirmante	affirmative	adj. | lat.		
affirmar	affirm	v. t. | V. | p. | Ant. | Cf. | rev. | lat.		
affirmativa	affirmative	f. | Náut.		
affirmativamente	affirmatively	adv.		
affirmativo	affirmative	adj. | lat.		
affixação	affixation	f.		
affixar	affix	v. t. | lat.		
affixivo	affxivo	adj. | Glot.		
affixo	affixo	m. | Adj. | lat.		sem_traducao
afflante	afflante	adj. | Cf. | lat.		sem_traducao
afflar	afflar	v. t. | lat.		sem_traducao
afflato	afflato	m. | lat.		sem_traducao
afflicção	affliction	f. | lat.		
afflictamente	afflicted	adv.		
afflictivamente	distressingly	adv.		
afflictivo	afflictive	adj.		
afflicto	afflicto	adj. | lat.		sem_traducao
affligente	afflictive	adj.		
affligidamente	afflicted	adv.		
affligidor	afflictor	m. e adj.		
affligimento	affliction	m.		
affligir	afflict	v. t. | lat.		
affluência	affluence	f. | lat.		
affluente	affluent	adj. | m. | lat.		
affluir	flow	v. t. | lat.		
affluxo	influx	m. | lat.		
affonsim	affonsim	adj. | Ant.		sem_traducao
affonsinhos	affonsinhos	m. pl. | us. | loc. | fam. | Cp.		sem_traducao
affonsino	affonsino	adj. | V.		sem_traducao
affonsista	Affonsista	m.		sem_traducao
affricata	affricata	f. | Gram. | Cf. | norm.		sem_traducao
affundir	to melt	v. t.		
affusão	afffusion	f. | lat.		
afiação	sharpening	f.		
afiação	grind	f.		
afiação	whet	f.		
afiado	sharp	adj.		
afiado	keen	adj.		
afiado	acuminate	adj.		
afiado	clear-sighted	adj.		
afiador	sharpener	m.		
afiador	grinder	m.		
afiador	grinding machine	m.		
afiador	cheektooth	m.		
afiambrado	skein	adj. | fam.		
afiambrar-se	to become afiambrar	v. p.		
afiançador	guarantor	m.		
afiançar	guarantee	v. t.		
afiançar	bail	v. t.		
afiar	sharpen	v. t. | ﬁg.		
afiar	hone	v. t. | ﬁg.		
afiar	edge	v. t. | ﬁg.		
afiar	whet	v. t. | ﬁg.		
afiar	grind	v. t. | ﬁg.		
afiar	whittle	v. t. | ﬁg.		
afiar	point	v. t. | ﬁg.		
afiar	impart	v. t. | ﬁg.		
aficadamente	effectively	adv.		
aficado	aficado	adj. | Cf.		sem_traducao
aficamento	afficamento	m. | Ant.		
aficar	stay	v. i. | p. | Ant. | Cp.		
afidalgadamente	noblely	adv.		
afidalgado	nobleman	adj.		
afidalgamento	nobility	m.		
afidalgar	to become noble	v. t.		
afidífagos	aphid-eaters	m. pl. | gr.		
afídios	aphids	m. pl. | gr.		
afifano	afifano	m. | ﬁg.		sem_traducao
afifar	afifar	v. t. | prov.		sem_traducao
afiguração	figuration	f.		
afiguradamente	figuratively	adv.		
afigurar	to appear	v. t. | V. | p.		
afigurativo	figurative	adj.		
afilado	tapered	adj.		
afilado	thin	adj.		
afilador	sharpener	m.		
afiladura	tapering	f.		
afilamento	tapering	m.		
afilar	sharpen	v. t. | Cf.		
afilar	sharpen	v. t.		
afilar	sharpen	v. t. | lat.		
afilhada	goddaughter	f. | fem. | Prov. alent. | Adj.		
afilhadagem	godparenting	f.		
afilhado	godson	m.		
afilhado	godchild	m.		
afilhador	godson	m. | Prov. alent. | as.		
afilhar	godparent	v. i. | v. t. | Prov. alent. | as.		
afilharar	to become a goddaughter	v. i. | prov.		
afilhastro	godfather	m. | t.		
afiliação	affiliation	f.		
afiliar	affiliate	v. t. | lat.		
afilo	afilo	adj. | gr.		sem_traducao
afilo	aphyllous	adj. | gr.		
afim	in order	m. e adj. | lat.		
afim	related	m. e adj. | lat.		
afim	similar	m. e adj. | lat.		
afim	associated	m. e adj. | lat.		
afim	relative	m. e adj. | lat.		
afimento	firming	m. | des. | Cp.		
afinação	tuning	f.		
afinação	adjustment	f.		
afinação	setting	f.		
afinação	timing	f.		
afinação	refinement	f.		
afinação	finery	f.		
afinação	fining	f.		
afinadamente	finely tuned	adv.		
afinado	tuned	adj. | Prov. dur.		
afinado	tuneful	adj. | Prov. dur.		
afinador	tuner	m.		
afinagem	tuning	f.		
afinal	in the end	adv.		
afinal	after all	adv.		
afinal	finally	adv.		
afinal	at last	adv.		
afinal	eventually	adv.		
afinamento	fine-tuning	m.		
afinar	tune	v. t. | pop. | Cf. | Prov. dur.		
afinar	attune	v. t. | pop. | Cf. | Prov. dur.		
afinar	taper	v. t. | pop. | Cf. | Prov. dur.		
afinar	key	v. t. | pop. | Cf. | Prov. dur.		
afinar	voice	v. t. | pop. | Cf. | Prov. dur.		
afincadamente	diligently	adv.		
afincamento	anchoring	m. | V.		
afincância	firmness	f. | Prov. alent.		
afincar	fix	v. | t. | pop. | v. i.		
afinco	diligence	m.		
afincoar	to strive	v. t.		
afinfar	afinfar	v. t. | Gír. | v. i. | Chul.		sem_traducao
afinhar	thin out	v. t. | Prov. trasm. | v. i. | Cp.		
afinheiro	afinheiro	adj. | Prov. trasm.		sem_traducao
afinidade	affinity	f. | lat.		
afinidade	kinship	f. | lat.		
afinidade	relationship	f. | lat.		
afinidade	connection	f. | lat.		
afinidade	propinquity	f. | lat.		
afinidade	connexion	f. | lat.		
áfio	sharp	adj. | fam. | alter. | loc.		
afirmação	affirmation	f. | lat.		
afirmação	statement	f. | lat.		
afirmação	assertion	f. | lat.		
afirmação	say	f. | lat.		
afirmação	proposition	f. | lat.		
afirmação	pronouncement	f. | lat.		
afirmação	asseveration	f. | lat.		
afirmação	averment	f. | lat.		
afirmação	predication	f. | lat.		
afirmação	protest	f. | lat.		
afirmação	contestation	f. | lat.		
afirmadamente	admittedly	adv.		
afirmador	affirmer	m. | lat.		
afirmante	affirmative	adj. | lat.		
afirmar	to affirm	v. | t. | p. | lat.		
afirmar	say	v. | t. | p. | lat.		
afirmar	affirm	v. | t. | p. | lat.		
afirmar	assert	v. | t. | p. | lat.		
afirmar	claim	v. | t. | p. | lat.		
afirmar	declare	v. | t. | p. | lat.		
afirmar	contend	v. | t. | p. | lat.		
afirmar	allege	v. | t. | p. | lat.		
afirmar	have	v. | t. | p. | lat.		
afirmar	aver	v. | t. | p. | lat.		
afirmar	pronounce	v. | t. | p. | lat.		
afirmar	predicate	v. | t. | p. | lat.		
afirmar	guarantee	v. | t. | p. | lat.		
afirmar	profess	v. | t. | p. | lat.		
afirmar	pose	v. | t. | p. | lat.		
afirmar	avouch	v. | t. | p. | lat.		
afirmar	lay down	v. | t. | p. | lat.		
afirmar	vie	v. | t. | p. | lat.		
afirmar	undertake	v. | t. | p. | lat.		
afirmativa	affirmative	f. | Náut.		
afirmativamente	affirmatively	adv.		
afirmativo	affirmative	adj. | lat.		
afirmativo	assertive	adj. | lat.		
afirmativo	positive	adj. | lat.		
afirmativo	assertory	adj. | lat.		
afirmativo	predicative	adj. | lat.		
afistulado	fistulated	adj.		
afistular	fistular	v. t.		
afitado	afitado	adj. | Bot.	termo_tecnico_cientifico:Bot.	sem_traducao
afitar	afitar	v. t. | der. | V.		sem_traducao
afitar	afitar	v. t. | Ant.		sem_traducao
afito	afito	m. | Ant.		sem_traducao
afiusar	afiusar	v. t. | V. | p.		sem_traducao
afivelar	buckle	v. t.		
afivelar	clasp	v. t.		
afixação	affixing	f.		
afixação	affixation	f.		
afixar	affix	v. t. | lat.		
afixar	attach	v. t. | lat.		
afixar	stick	v. t. | lat.		
afixar	plaster	v. t. | lat.		
afixivo	affixative	adj. | Glot.		
afixo	affix	m. | Adj. | lat.		
aflamengado	flamenco	adj.		
aflante	aflante	adj. | Cf. | lat.		sem_traducao
aflar	flare	v. t. | Ant.		
aflar	flare	v. t. | lat.		
aflato	aflato	m. | lat.		sem_traducao
aflautar	flute	v. t.		
afleimar	afleimar	v. t. | V.		sem_traducao
afleimar-se	to become afflicted	v. p. | pop. | lat.		
afleumar	aphlegmatic	v. t.		
aflição	affliction	f. | lat.		
aflição	distress	f. | lat.		
aflição	grief	f. | lat.		
